id,name,artist,album,release_date,duration_ms,genres,popularity,explicit,description,Unnamed: 10,tagged_description
4Q66chx9WzqWcLItXoZ5r4,Cherry Wine - Live,Hozier,Hozier,2014-09-19,240147,,68,False,"A poignant acoustic track addressing complex relationships. Its gentle guitar and heartfelt lyrics create an intimate, melancholic mood.",,"4Q66chx9WzqWcLItXoZ5r4 A poignant acoustic track addressing complex relationships. Its gentle guitar and heartfelt lyrics create an intimate, melancholic mood."
1SCXzqKZdif5b33POmzwI4,Angel Of Small Death & The Codeine Scene,Hozier,Hozier,2014-09-19,219214,,66,False,"Dark, bluesy alt-rock with gothic undertones. Sensual, raw, and pulsing with desire and danger. The driving rhythm and gritty vocals make you want to stomp your feet and channel your inner wildness—perfect for late-night energy, feeling powerful, and dancing with abandon.",,"1SCXzqKZdif5b33POmzwI4 Dark, bluesy alt-rock with gothic undertones. Sensual, raw, and pulsing with desire and danger. The driving rhythm and gritty vocals make you want to stomp your feet and channel your inner wildness—perfect for late-night energy, feeling powerful, and dancing with abandon."
18UsAG7SfOQ5sxJEdjAMH0,Be My Mistake,The 1975,A Brief Inquiry Into Online Relationships,2018-11-30,256687,,69,False,"Delicate, confessional indie ballad. Vulnerable, regretful, and heartbreakingly honest, it’s the soundtrack for lonely nights and bittersweet memories. Makes you want to lie in bed, feel every lyric, and mourn lost love. Not for dancing—purely for catharsis and quiet reflection.",,"18UsAG7SfOQ5sxJEdjAMH0 Delicate, confessional indie ballad. Vulnerable, regretful, and heartbreakingly honest, it’s the soundtrack for lonely nights and bittersweet memories. Makes you want to lie in bed, feel every lyric, and mourn lost love. Not for dancing—purely for catharsis and quiet reflection."
3TQbr3G3U5wlwEJejmqC1F,Never on the Day You Leave,John Mayer,The Search for Everything,2017-04-14,220866,singer-songwriter,52,False,"Soulful, slow-burning singer-songwriter ballad. Themes of regret, loss, and emotional distance float atop gentle guitar and piano. Perfect for solitary nighttime listening, it evokes longing and nostalgia, and might bring a tear or two. More for introspection than movement.",,"3TQbr3G3U5wlwEJejmqC1F Soulful, slow-burning singer-songwriter ballad. Themes of regret, loss, and emotional distance float atop gentle guitar and piano. Perfect for solitary nighttime listening, it evokes longing and nostalgia, and might bring a tear or two. More for introspection than movement."
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads - Original Version",John Denver,"Poems, Prayers and Promises",1971,190160,folk,79,False,"Warm, classic folk. Nostalgic, wholesome, and uplifting—makes you want to sing with friends on a road trip or sway at a campfire. The melody and lyrics evoke home and belonging, filling you with comfort and gentle joy. Danceable in a homespun, communal way.",,"1YYhDizHx7PnDhAhko6cDS Warm, classic folk. Nostalgic, wholesome, and uplifting—makes you want to sing with friends on a road trip or sway at a campfire. The melody and lyrics evoke home and belonging, filling you with comfort and gentle joy. Danceable in a homespun, communal way."
4j6c1euXhEl6y7HXObCV3s,"Kya Hua Tera Vada (From ""Hum Kisise Kum Naheen"")","Sushma Shrestha, Mohammed Rafi",Memoirically - Mohammed Rafi,2018-04-24,257985,"bollywood, ghazal, hindi pop",49,False,A soulful Bollywood song lamenting broken promises. Its emotive vocals and melodic tune evoke sorrow and nostalgia.,,4j6c1euXhEl6y7HXObCV3s A soulful Bollywood song lamenting broken promises. Its emotive vocals and melodic tune evoke sorrow and nostalgia.
3uEu7hcvgrSOrgnMxzqugh,Pure Grinding,Avicii,Stories,2015-10-02,171960,edm,57,False,"Energetic electro-house with an urban edge. Motivational, gritty, and pulsing with determination, it’s perfect for workouts or powering through tough moments. The beat is danceable and invigorating, making you want to move or chase your ambitions.",,"3uEu7hcvgrSOrgnMxzqugh Energetic electro-house with an urban edge. Motivational, gritty, and pulsing with determination, it’s perfect for workouts or powering through tough moments. The beat is danceable and invigorating, making you want to move or chase your ambitions."
4eb4Cfp6cTf1OnKdBm6ukz,Chan Kithan,Ali Sethi,Chan Kithan,2019-05-13,233012,"desi, ghazal, hindi indie, hindi pop, indian indie, qawwali, sufi",0,False,"Haunting, modern ghazal. Emotional, poetic, and steeped in longing, it blends traditional South Asian sounds with contemporary flair. Best for stillness, introspection, and letting the voice wash over you—more for reflection than dancing.",,"4eb4Cfp6cTf1OnKdBm6ukz Haunting, modern ghazal. Emotional, poetic, and steeped in longing, it blends traditional South Asian sounds with contemporary flair. Best for stillness, introspection, and letting the voice wash over you—more for reflection than dancing."
47ji0KfmvI93CMDqppVj8p,Elevate,Big Time Rush,Elevate,2011,186480,,53,False,"Bouncy, radio-friendly pop. Upbeat, confident, and catchy, it’s designed to lift your mood and get you moving. Perfect for parties, workouts, or singing along with friends—makes you feel energized and unstoppable.",,"47ji0KfmvI93CMDqppVj8p Bouncy, radio-friendly pop. Upbeat, confident, and catchy, it’s designed to lift your mood and get you moving. Perfect for parties, workouts, or singing along with friends—makes you feel energized and unstoppable."
6KOQLj5dcYuFSN6srNs96u,Paralyzed,Big Time Rush,Paralyzed,2022-11-25,184473,,59,False,"Upbeat pop with a hint of emotional vulnerability. The melody is infectious and danceable, yet there’s an underlying tension and longing. Great for dancing around your room while thinking of someone you miss, balancing fun and wistfulness.",,"6KOQLj5dcYuFSN6srNs96u Upbeat pop with a hint of emotional vulnerability. The melody is infectious and danceable, yet there’s an underlying tension and longing. Great for dancing around your room while thinking of someone you miss, balancing fun and wistfulness."
6YMPu36VGIknb8Ey1ohW3j,Loca (feat. Dizzee Rascal),"Shakira, Dizzee Rascal",Sale el Sol,2010-10-19,193160,"grime, latin pop, uk grime",63,False,"Wild, playful Latin pop. Energetic, sexy, and uninhibited, it’s made for dancing and letting go—perfect for beach parties, clubs, or any celebration where you want to feel alive and free.",,"6YMPu36VGIknb8Ey1ohW3j Wild, playful Latin pop. Energetic, sexy, and uninhibited, it’s made for dancing and letting go—perfect for beach parties, clubs, or any celebration where you want to feel alive and free."
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),2021-02-12,235766,,80,False,"Romantic, sweeping country-pop. Uplifting, nostalgic, and fairy tale-like, it stirs feelings of young love and hope. Makes you want to spin on a dance floor, sing along, or daydream about happy endings.",,"3CeCwYWvdfXbZLXFhBrbnf Romantic, sweeping country-pop. Uplifting, nostalgic, and fairy tale-like, it stirs feelings of young love and hope. Makes you want to spin on a dance floor, sing along, or daydream about happy endings."
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,Laundry Service,2001-11-13,196160,latin pop,80,False,"Iconic Latin pop. Adventurous, energetic, and flirtatious, it’s filled with wanderlust and playful confidence. The rhythm is infectious—impossible not to dance, move your hips, and feel empowered.",,"2lnzGkdtDj5mtlcOW2yRtG Iconic Latin pop. Adventurous, energetic, and flirtatious, it’s filled with wanderlust and playful confidence. The rhythm is infectious—impossible not to dance, move your hips, and feel empowered."
6cmm1LMvZdB5zsCwX5BjqE,Down,"Jay Sean, Lil Wayne",All Or Nothing,2009-01-01,212506,"hip hop, rap",82,False,"Smooth, catchy R&B/pop. Flirty, danceable, and radio-ready, it’s perfect for parties or a night out. The groove is infectious and upbeat, making you want to dance and smile.",,"6cmm1LMvZdB5zsCwX5BjqE Smooth, catchy R&B/pop. Flirty, danceable, and radio-ready, it’s perfect for parties or a night out. The groove is infectious and upbeat, making you want to dance and smile."
6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,206200,pop,87,False,"Punchy, emotional pop-rock. Upbeat yet tinged with heartbreak, it’s great for singing along, dancing, and letting out pent-up emotion. Infectious rhythm and catchy hooks make it a party staple and break-up anthem rolled into one.",,"6ECp64rv50XVz93WvxXMGF Punchy, emotional pop-rock. Upbeat yet tinged with heartbreak, it’s great for singing along, dancing, and letting out pent-up emotion. Infectious rhythm and catchy hooks make it a party staple and break-up anthem rolled into one."
20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,Franz Ferdinand,2004-02-16,237026,indie rock,86,False,"Explosive indie rock. It starts with irresistible tension, then bursts into a danceable, angular groove. Feels like an adrenaline rush—perfect for jumping around at a gig or strutting through city streets, exuding confidence and anticipation.",,"20I8RduZC2PWMWTDCZuuAN Explosive indie rock. It starts with irresistible tension, then bursts into a danceable, angular groove. Feels like an adrenaline rush—perfect for jumping around at a gig or strutting through city streets, exuding confidence and anticipation."
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,Strange Trails,2015-04-06,208211,,91,False,"Atmospheric indie folk. Yearning, aching, and nostalgic, it wraps you in bittersweet longing. The gentle melody and haunting lyrics make it ideal for late-night drives, heartbreak, or staring out a rainy window, lost in memory.",,"3hRV0jL3vUpRrcy398teAU Atmospheric indie folk. Yearning, aching, and nostalgic, it wraps you in bittersweet longing. The gentle melody and haunting lyrics make it ideal for late-night drives, heartbreak, or staring out a rainy window, lost in memory."
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,2002-05-26,290320,"hip hop, rap",89,True,"Playful, brash rap. Satirical and confident, with an iconic, bouncy beat. It makes you want to move, laugh, and feel untouchable—great for pumping up your energy or reliving early 2000s nostalgia.",,"7lQ8MOhq6IN2w8EYcFNSUk Playful, brash rap. Satirical and confident, with an iconic, bouncy beat. It makes you want to move, laugh, and feel untouchable—great for pumping up your energy or reliving early 2000s nostalgia."
4DgsGRL6PCGLr577hSwv3z,Forest Whitaker,Bad Books,II,2012-10-09,220600,indie rock,0,False,"Melancholic indie rock. Reflective, gentle, and bittersweet, this song invites quiet contemplation. The soft melody and introspective lyrics make it perfect for winding down or processing emotions.",,"4DgsGRL6PCGLr577hSwv3z Melancholic indie rock. Reflective, gentle, and bittersweet, this song invites quiet contemplation. The soft melody and introspective lyrics make it perfect for winding down or processing emotions."
32uXfxJERzv4RK1gMLXbOA,Sink to the Bottom,Fountains Of Wayne,Fountains of Wayne,1996,192493,power pop,50,False,"Sunny power pop. Upbeat but tinged with resignation, it’s a singalong for when you feel like giving up, but want to do it with a smile. Great for long drives and gentle dancing.",,"32uXfxJERzv4RK1gMLXbOA Sunny power pop. Upbeat but tinged with resignation, it’s a singalong for when you feel like giving up, but want to do it with a smile. Great for long drives and gentle dancing."
0685F40CUzVJMbvKkEdlKa,Sab Maya Hai,"Attaullah Esakhelvi, Sanwal Esakhelvi",Coke Studio Season 10: Episode 5,2017-09-11,405287,"ghazal, qawwali, sufi",36,False,"Soulful, traditional qawwali. Deep, spiritual, and introspective, the song’s hypnotic rhythm encourages slow, meditative movement and reflection on life’s illusions.",,"0685F40CUzVJMbvKkEdlKa Soulful, traditional qawwali. Deep, spiritual, and introspective, the song’s hypnotic rhythm encourages slow, meditative movement and reflection on life’s illusions."
4ujalVER2NLazVozUVllxw,"Gulabi Ankhen - From ""The Train""","Mohammed Rafi, R. D. Burman",Audiobiography,2012-01-01,197293,"bangla pop, bollywood, ghazal, hindi pop",64,False,"Classic Bollywood romance. Flirtatious, charming, and timeless, it conjures images of old-school courtship. Makes you want to sway lightly, smile, and bask in vintage charm.",,"4ujalVER2NLazVozUVllxw Classic Bollywood romance. Flirtatious, charming, and timeless, it conjures images of old-school courtship. Makes you want to sway lightly, smile, and bask in vintage charm."
1FpcOqFbqJGAnACwB8yNLW,Faslon Ko Takalluf Hai,Qari Waheed Zafar Qasmi,"Gulzar e Madina, Vol. 2",2001-01-01,542184,"qawwali, sufi",31,False,"Devotional, poetic qawwali. Slow, profound, and heartfelt, it offers a spiritual, contemplative experience—ideal for deep listening and personal reflection.",,"1FpcOqFbqJGAnACwB8yNLW Devotional, poetic qawwali. Slow, profound, and heartfelt, it offers a spiritual, contemplative experience—ideal for deep listening and personal reflection."
7xHad6YA5ca4OOVs3m5RWQ,Gaddi Red Challenger,"Babbulicious, J-Statik",Gaddi Red Challenger,2022-11-02,173214,"bhangra, desi, punjabi hip hop, punjabi pop",51,False,"High-energy Punjabi pop/hip hop. Fun, catchy, and braggadocious, it’s made for the dance floor or blasting in your car—perfect for parties, celebrations, and feeling bold.",,"7xHad6YA5ca4OOVs3m5RWQ High-energy Punjabi pop/hip hop. Fun, catchy, and braggadocious, it’s made for the dance floor or blasting in your car—perfect for parties, celebrations, and feeling bold."
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,Mylo Xyloto,2011-10-24,278719,,87,False,"Anthemic pop-rock. Sweeping, hopeful, and cinematic, it fills you with wanderlust and possibility. The chorus is uplifting and makes you want to run, dance, and dream big.",,"6nek1Nin9q48AVZcWs9e9D Anthemic pop-rock. Sweeping, hopeful, and cinematic, it fills you with wanderlust and possibility. The chorus is uplifting and makes you want to run, dance, and dream big."
6KdTA6s7zmqLyB5ZNvVta0,Thagyan,"Zain Zohaib, Quratulain Balouch",Thagyan,2022-03-15,307976,"desi, ghazal, hindi indie, qawwali, sufi",58,False,"Haunting, soulful fusion of qawwali and contemporary sounds. Emotional and meditative, it’s suited for deep thought or quiet evenings where you want to get lost in the music’s intensity.",,"6KdTA6s7zmqLyB5ZNvVta0 Haunting, soulful fusion of qawwali and contemporary sounds. Emotional and meditative, it’s suited for deep thought or quiet evenings where you want to get lost in the music’s intensity."
1aDW8ixWyS9YIyapp5JYLu,Yeh Jo Halka Saroor Hae,Nusrat Fateh Ali Khan,"The Best of Shahenshah-E-Qawwali, Vol. 1",1988-01-01,434594,"ghazal, qawwali, sufi",36,False,"Transcendent, devotional qawwali. Hypnotic, spiritual, and gently intoxicating, it invites you to close your eyes and drift away in spiritual ecstasy. Not danceable—built for deep immersion.",,"1aDW8ixWyS9YIyapp5JYLu Transcendent, devotional qawwali. Hypnotic, spiritual, and gently intoxicating, it invites you to close your eyes and drift away in spiritual ecstasy. Not danceable—built for deep immersion."
1bjVZ85Wr90swSeNub1F79,Kali Kali Zulfon Ke Phande Na Dalo,Nusrat Fateh Ali Khan,"Kali Kali Zulfon, Vol. 27",1993-01-01,859345,"ghazal, qawwali, sufi",16,False,"Epic, poetic qawwali. Dark, passionate, and mesmerizing—perfect for emotional catharsis or introspective, late-night listening.",,"1bjVZ85Wr90swSeNub1F79 Epic, poetic qawwali. Dark, passionate, and mesmerizing—perfect for emotional catharsis or introspective, late-night listening."
0NS8u0BRQBxVM4A66VZnvq,Wo Koun Thi,Vital Signs,Aitebar,1992-07-01,307840,"desi, desi pop",25,False,"Nostalgic Pakistani pop. Melancholic, mysterious, and evocative, it brings back memories and questions of lost love. Great for gentle swaying and reminiscing.",,"0NS8u0BRQBxVM4A66VZnvq Nostalgic Pakistani pop. Melancholic, mysterious, and evocative, it brings back memories and questions of lost love. Great for gentle swaying and reminiscing."
47FjToieQbxqNnuiRRQtym,Real Big,Mannie Fresh,The Mind Of Mannie Fresh,2004-01-01,228826,"new orleans bounce, southern hip hop",54,True,"Bouncy Southern hip hop. Playful, cheeky, and energetic, with a swaggering beat that makes you want to move. Perfect for parties and feeling flashy.",,"47FjToieQbxqNnuiRRQtym Bouncy Southern hip hop. Playful, cheeky, and energetic, with a swaggering beat that makes you want to move. Perfect for parties and feeling flashy."
0KzAbK6nItSqNh8q70tb0K,Where Is My Mind?,Pixies,Death to the Pixies,1997-10-06,229226,alternative rock,76,False,"Surreal alt-rock. Disorienting, haunting, and strangely soothing, it feels like drifting through a dream. Makes you want to space out, contemplate, or move in slow motion.",,"0KzAbK6nItSqNh8q70tb0K Surreal alt-rock. Disorienting, haunting, and strangely soothing, it feels like drifting through a dream. Makes you want to space out, contemplate, or move in slow motion."
0yLdNVWF3Srea0uzk55zFn,Flowers,Miley Cyrus,Flowers,2023-01-13,200454,,19,False,"Empowering, modern pop. Bright, catchy, and self-assured, it’s about moving on and loving yourself. Danceable and affirming—perfect for reclaiming your power after heartbreak.",,"0yLdNVWF3Srea0uzk55zFn Empowering, modern pop. Bright, catchy, and self-assured, it’s about moving on and loving yourself. Danceable and affirming—perfect for reclaiming your power after heartbreak."
7bYZBVrnRfqeaPbhRyEvK3,Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",The Heist (Deluxe Edition),2012-10-09,235613,g-funk,69,True,"A humorous hip-hop track celebrating thrift shopping. Its catchy hook and funky beat make it a fun, danceable anthem.",,"7bYZBVrnRfqeaPbhRyEvK3 A humorous hip-hop track celebrating thrift shopping. Its catchy hook and funky beat make it a fun, danceable anthem."
6ScJMrlpiLfZUGtWp4QIVt,A Milli,Lil Wayne,Tha Carter III,2008-06-10,221840,"hip hop, rap",72,True,"Hard-hitting, boastful rap. Minimalist, hypnotic beat; Wayne’s confident delivery makes you want to nod your head and feel unstoppable.",,"6ScJMrlpiLfZUGtWp4QIVt Hard-hitting, boastful rap. Minimalist, hypnotic beat; Wayne’s confident delivery makes you want to nod your head and feel unstoppable."
5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Daft Punk,Discovery,2001-03-12,226413,"electro, electronic, french house",75,False,"Iconic French house. Robotic, funky, and endlessly danceable, it’s a high-energy soundtrack for working out, coding, or losing yourself on the dance floor.",,"5W3cjX2J3tjhG8zb6u0qHn Iconic French house. Robotic, funky, and endlessly danceable, it’s a high-energy soundtrack for working out, coding, or losing yourself on the dance floor."
1T3tP6HvCgDF8ewpRqwM1e,Mr. Sandman,The Chordettes,The Chordettes' Best,2010-04-20,143613,doo-wop,0,False,"Timeless doo-wop. Sweet, dreamy, and nostalgic, it conjures images of 1950s innocence and slow-dancing under twinkling lights.",,"1T3tP6HvCgDF8ewpRqwM1e Timeless doo-wop. Sweet, dreamy, and nostalgic, it conjures images of 1950s innocence and slow-dancing under twinkling lights."
0szjMfMU0PYyM4LskP1nKj,Chal Dil Merey,Ali Zafar,Huqa Pani,2004-01-01,259560,"bollywood, desi, desi pop, ghazal, qawwali, sufi",41,False,"Gentle, acoustic pop. Reflective, romantic, and soothing, this song is perfect for quiet evenings, walking in the rain, or writing letters you’ll never send.",,"0szjMfMU0PYyM4LskP1nKj Gentle, acoustic pop. Reflective, romantic, and soothing, this song is perfect for quiet evenings, walking in the rain, or writing letters you’ll never send."
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,V,2014-09-02,231013,pop,84,False,"Seductive, energetic pop-rock. The beat is addictive, the lyrics primal and playful. Makes you want to let loose and dance with abandon, embodying flirtatious confidence.",,"2bL2gyO6kBdLkNSkxXNh6x Seductive, energetic pop-rock. The beat is addictive, the lyrics primal and playful. Makes you want to let loose and dance with abandon, embodying flirtatious confidence."
4ewazQLXFTDC8XvCbhvtXs,Glimpse of Us,Joji,SMITHEREENS,2022-11-04,233456,,22,False,"Melancholic, gentle ballad. Deeply vulnerable, it aches with longing for a past love. Best for staring at the ceiling, feeling your feelings, and letting a single tear fall.",,"4ewazQLXFTDC8XvCbhvtXs Melancholic, gentle ballad. Deeply vulnerable, it aches with longing for a past love. Best for staring at the ceiling, feeling your feelings, and letting a single tear fall."
0fmN0rXWKXb3Uck6pk2cKw,Insha Jee Utho,Amanat Ali Khan,Best Pakistani Ghazals,2009-01-01,336421,"ghazal, qawwali, sufi",3,False,"Classical, poetic ghazal. Reflective, mournful, and dignified, it invites deep thought and stillness—music that moves the heart more than the body.",,"0fmN0rXWKXb3Uck6pk2cKw Classical, poetic ghazal. Reflective, mournful, and dignified, it invites deep thought and stillness—music that moves the heart more than the body."
31Ihhal3Ozj1ATOTG91ZYH,The Force Theme,Eliott Tordo Erhu,The Force Theme,2021-12-11,207207,,47,False,"Cinematic, instrumental soundtrack. Evocative and epic, it stirs hope, wonder, and nostalgia—ideal for daydreaming or feeling like the hero of your own story.",,"31Ihhal3Ozj1ATOTG91ZYH Cinematic, instrumental soundtrack. Evocative and epic, it stirs hope, wonder, and nostalgia—ideal for daydreaming or feeling like the hero of your own story."
6YrKCcOXiZQHHU6YxWUHZj,Dil Khirki,Mehdi Maloof,Dil Khirki,2020-12-04,204000,"desi, hindi indie, indian indie",31,False,"Playful indie pop. Whimsical, lighthearted, and slightly quirky, it’s a soundtrack for lazy afternoons, spontaneous adventures, or simply smiling for no reason.",,"6YrKCcOXiZQHHU6YxWUHZj Playful indie pop. Whimsical, lighthearted, and slightly quirky, it’s a soundtrack for lazy afternoons, spontaneous adventures, or simply smiling for no reason."
1X0EvxEOVADp4CkExIU6Dy,Darr,"Hasan Raheem, RFB",Darr,2021-03-25,152307,"desi, desi hip hop, desi pop, hindi indie, indian indie",32,False,"Moody, modern indie/hip hop. Tense, introspective, and a bit anxious, it’s best for late-night walks or processing complicated emotions.",,"1X0EvxEOVADp4CkExIU6Dy Moody, modern indie/hip hop. Tense, introspective, and a bit anxious, it’s best for late-night walks or processing complicated emotions."
7krpkx52sDmcO6U8ujbref,Alif Allah Chambey Di Booty,"Arif Lohar & Meesha Shafi, Rohail Hyatt",Coke Studio Sessions: Season 3,2010-09-17,524124,"desi, ghazal, qawwali, sufi",43,False,"Massive Sufi fusion anthem. Hypnotic, spiritual, and electrifying, it makes you want to clap, chant, and lose yourself in ecstatic movement and collective joy.",,"7krpkx52sDmcO6U8ujbref Massive Sufi fusion anthem. Hypnotic, spiritual, and electrifying, it makes you want to clap, chant, and lose yourself in ecstatic movement and collective joy."
7AsG1F1eMWd17RYan8M3Wm,Dil Nu,"AP Dhillon, Shinda Kahlon",Two Hearts Never Break The Same,2022-10-07,233666,"bhangra, desi, desi hip hop, desi pop, punjabi hip hop, punjabi pop",76,False,"Groovy Punjabi pop/hip hop. Smooth, flirtatious, and danceable, it’s built for parties, car rides, and feeling cool and confident.",,"7AsG1F1eMWd17RYan8M3Wm Groovy Punjabi pop/hip hop. Smooth, flirtatious, and danceable, it’s built for parties, car rides, and feeling cool and confident."
5DH7nDryMhpixm4G4B7RP9,The Longest Time,Billy Joel,An Innocent Man,1983-08-08,217906,soft rock,69,False,"Retro doo-wop pop. Nostalgic, upbeat, and charming, it’s impossible not to sing along or snap your fingers—great for group harmonizing or dancing in the kitchen.",,"5DH7nDryMhpixm4G4B7RP9 Retro doo-wop pop. Nostalgic, upbeat, and charming, it’s impossible not to sing along or snap your fingers—great for group harmonizing or dancing in the kitchen."
7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd, Daft Punk",Starboy,2016-11-25,230453,"electro, electronic, french house",91,True,"Dark, futuristic R&B. Slick, stylish, and confident, the beat pulses with swagger. Makes you want to move with attitude and own the night.",,"7MXVkk9YMctZqd1Srtv4MB Dark, futuristic R&B. Slick, stylish, and confident, the beat pulses with swagger. Makes you want to move with attitude and own the night."
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,2020-03-20,200040,,91,False,"Retro synth-pop revival. Euphoric, electrifying, and nostalgic, it drives you forward—perfect for speeding down city streets, dancing in neon, or reliving 1980s dreams.",,"0VjIjW4GlUZAMYd2vXMi3b Retro synth-pop revival. Euphoric, electrifying, and nostalgic, it drives you forward—perfect for speeding down city streets, dancing in neon, or reliving 1980s dreams."
0ePX6rVjeql7Bt1KurTbAG,"What, Me Worry?",Portugal. The Man,"What, Me Worry?",2022-02-09,177397,,56,False,"Upbeat indie pop/rock. Carefree, quirky, and slightly surreal, it’s for letting go of your worries, dancing in your socks, and embracing the absurd.",,"0ePX6rVjeql7Bt1KurTbAG Upbeat indie pop/rock. Carefree, quirky, and slightly surreal, it’s for letting go of your worries, dancing in your socks, and embracing the absurd."
05P4BYqVauVxy0w9g6w2D9,Stand By (#CWC19) (feat. Rudimental),"LORYN, Rudimental",Stand By (#CWC19) (feat. Rudimental),2019-05-17,189274,,39,False,"Uplifting pop anthem. Motivational, energetic, and crowd-ready, it’s made for stadium singalongs, running a marathon, or celebrating with friends.",,"05P4BYqVauVxy0w9g6w2D9 Uplifting pop anthem. Motivational, energetic, and crowd-ready, it’s made for stadium singalongs, running a marathon, or celebrating with friends."
7fZBQnc0zXwVybgCIrQQil,Belly Dancer,"Imanbek, BYOR",Belly Dancer,2022-02-18,151475,slap house,80,False,"Thumping slap house. Seductive, rhythmic, and club-ready—makes you want to move your hips, dance in the dark, and feel confident.",,"7fZBQnc0zXwVybgCIrQQil Thumping slap house. Seductive, rhythmic, and club-ready—makes you want to move your hips, dance in the dark, and feel confident."
503OTo2dSqe7qk76rgsbep,Still D.R.E.,"Dr. Dre, Snoop Dogg",2001,1999-11-16,270586,"g-funk, gangster rap, hip hop, old school hip hop, rap, west coast hip hop",85,True,"Iconic West Coast hip hop. Cool, confident, and smooth, it’s all about swagger and legacy. The piano riff and relentless beat make you nod your head—perfect for cruising, feeling untouchable, or strutting down the street with attitude.",,"503OTo2dSqe7qk76rgsbep Iconic West Coast hip hop. Cool, confident, and smooth, it’s all about swagger and legacy. The piano riff and relentless beat make you nod your head—perfect for cruising, feeling untouchable, or strutting down the street with attitude."
1SWVDBtw6h3tm9OehOkDhv,What's The Difference,"Dr. Dre, Eminem, Xzibit",2001,1999-11-16,244200,"g-funk, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap, west coast hip hop",78,True,"Funky, gritty hip hop. Layered production and clever rhymes exude braggadocio and camaraderie. It’s a head-nodder, ideal for late-night drives or hyping yourself up.",,"1SWVDBtw6h3tm9OehOkDhv Funky, gritty hip hop. Layered production and clever rhymes exude braggadocio and camaraderie. It’s a head-nodder, ideal for late-night drives or hyping yourself up."
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,Future Nostalgia,2020-03-27,203807,pop,81,False,"Funky, disco-pop bliss. Euphoric, buoyant, and irresistibly danceable, it feels like floating on a glittery dance floor. Perfect for boosting your mood, singing along, and moving your body with joy.",,"39LLxExYz6ewLAcYrzQQyP Funky, disco-pop bliss. Euphoric, buoyant, and irresistibly danceable, it feels like floating on a glittery dance floor. Perfect for boosting your mood, singing along, and moving your body with joy."
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,2012-10-09,258342,,82,False,An energetic hip-hop anthem about perseverance. Its rapid-fire lyrics and uplifting chorus drive motivation and movement.,,3bidbhpOYeV4knp8AIu8Xn An energetic hip-hop anthem about perseverance. Its rapid-fire lyrics and uplifting chorus drive motivation and movement.
6ndmKwWqMozN2tcZqzCX4K,Remember the Name (feat. Styles of Beyond),"Fort Minor, Styles Of Beyond",The Rising Tied,2005-11-21,230493,rap rock,70,True,"Bold, motivational rap/rock. Confident, determined, and hyped up—an anthem for self-belief and hard work. Best for workout playlists, sports montages, or prepping for big moments.",,"6ndmKwWqMozN2tcZqzCX4K Bold, motivational rap/rock. Confident, determined, and hyped up—an anthem for self-belief and hard work. Best for workout playlists, sports montages, or prepping for big moments."
7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,Freaks,2021-05-15,147062,indie,87,False,"Lo-fi, garage indie rock. Energetic, cathartic, and angsty—perfect for jumping around a bedroom, letting out pent-up energy, or feeling young and misunderstood.",,"7EkWXAI1wn8Ii883ecd9xr Lo-fi, garage indie rock. Energetic, cathartic, and angsty—perfect for jumping around a bedroom, letting out pent-up energy, or feeling young and misunderstood."
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,Ghost Stories,2014-05-16,267866,,90,False,"Uplifting, anthemic EDM/pop-rock. Euphoric, shimmering, and expansive, it makes you want to dance under the stars, filled with hope and wonder. The drop is pure emotional release.",,"0FDzzruyVECATHXKHFs9eJ Uplifting, anthemic EDM/pop-rock. Euphoric, shimmering, and expansive, it makes you want to dance under the stars, filled with hope and wonder. The drop is pure emotional release."
